Time,CH1,CH2
0,0.126652,1
0,0.138829,1
0,0.130406,1
0,0.160863,1
0,0.177252,1
0,0.187841,1
0,0.201239,1
0,0.201849,1
0,0.216254,1
0,0.885556,1
0,1,0.700736
0,1,0.0360424
0,1,0.0316172
0,1,0.0375072
0,1,0.0142216
0,1,0.0255745
0,1,0.0660115
0,1,0.0856655
0,1,0.0885647
0,1,0.109043
0,1,0.108463
0,1,0.113193
0,1,0.143437
0,1,0.149266
0,1,0.176153
0,1,0.178777
0,1,0.171239
0,1,0.19483
0,1,0.219642
0,1,0.875546
0,0.710562,1
0,0.0498062,1
0,0.0332652,1
0,0.0262459,1
0,0.0110172,1
0,0.0287179,1
0,0.0587787,1
0,0.0532243,1
0,0.0685446,1
0,0.0944243,1
0,0.118717,1
0,0.134709,1
0,0.131077,1
0,0.166112,1
0,0.189032,1
0,0.187811,1
0,0.166631,1
0,0.169866,1
0,0.199255,1
0,0.869045,1
0,1,0.673116
0,1,0.0418714
0,1,0.0361339
0,1,0.0448927
0,1,0.0571001
0,1,0.0646077
0,1,0.0613727
0,1,0.0632954
0,1,0.0718406
0,1,0.0864284
0,1,0.11478
0,1,0.145848
0,1,0.155522
0,1,0.151494
0,1,0.180486
0,1,0.199438
0,1,0.196326
0,1,0.173498
0,1,0.215796
0,1,0.893521
0,0.724998,1
0,0.0578936,1
0,-0.00231941,1
0,-0.00366222,1
0,0.0128178,1
0,0.0165105,1
0,0.0379345,1
0,0.0706503,1
0,0.0736412,1
0,0.109958,1
0,0.127903,1
0,0.127232,1
0,0.156255,1
0,0.168767,1
0,0.154118,1
0,0.147954,1
0,0.160924,1
0,0.186193,1
0,0.214148,1
0,0.885922,1
0,1,0.710898
0,1,0.0529191
0,1,-0.00100711
0,1,0.000885037
0,1,0.0154729
0,1,0.0555437
0,1,0.0737327
0,1,0.0817286
0,1,0.0914945
0,1,0.0775475
0,1,0.084048
0,1,0.100711
0,1,0.136143
0,1,0.171636
0,1,0.184057
0,1,0.176031
0,1,0.168706
0,1,0.177984
0,1,0.24015
0,1,0.906369
0,0.675283,1
0,0.0441603,1
0,0.0213324,1
0,0.0142521,1
0,0.0463576,1
0,0.0568865,1
0,0.0441908,1
0,0.0728782,1
0,0.104465,1
0,0.111148,1
0,0.0989105,1
0,0.120487,1
0,0.144383,1
0,0.166845,1
0,0.173498,1
0,0.16892,1
0,0.190558,1
0,0.190039,1
0,0.239143,1
0,0.891293,1
0,1,0.70629
0,1,0.0424818
0,1,-0.00161748
0,1,-0.00869778
0,1,-0.0166021
0,1,-0.00210578
0,1,0.00222785
0,1,-0.00231941
0,1,0.0181585
0,1,0.00885037
0,1,0.0208747
0,1,0.0285958
0,1,0.0211188
0,1,0.0258187
0,1,0.0285043
0,1,0.0441298
0,1,0.0715049
0,1,0.0550249
0,1,0.0546892
0,1,0.0822169
0,1,0.107486
0,1,0.104251
0,1,0.0758995
0,1,0.0825526
0,1,0.112247
0,1,0.11594
0,1,0.106326
0,1,0.11539
0,1,0.113773
0,1,0.0884426
0,1,0.0986358
0,1,0.111301
0,1,0.0911588
0,1,0.0982696
0,1,0.112796
0,1,0.128239
0,1,0.136784
0,1,0.1395
0,1,0.130131
0,1,0.107242
0,1,0.125095
0,1,0.14774
0,1,0.144566
0,1,0.116276
0,1,0.121952
0,1,0.161199
0,1,0.168279
0,1,0.150151
0,1,0.165166
0,1,0.16599
0,1,0.160222
0,1,0.169774
0,1,0.182195
0,1,0.208106
0,1,0.203803
0,1,0.219398
0,1,0.214393
0,1,0.234748
0,1,0.257149
0,1,0.896207
0,0.68157,1
0,0.0173956,1
0,-0.0366222,1
0,-0.0348827,1
0,-0.0261238,1
0,0.00320444,1
0,0.00512711,1
0,0.00442518,1
0,0.0219733,1
0,0.0343944,1
0,0.0268258,1
0,0.0513627,1
0,0.0706198,1
0,0.0732749,1
0,0.0654012,1
0,0.0855739,1
0,0.103336,1
0,0.108524,1
0,0.108036,1
0,0.120548,1
0,0.132481,1
0,0.140324,1
0,0.147374,1
0,0.154149,1
0,0.153233,1
0,0.140965,1
0,0.153844,1
0,0.176916,1
0,0.191137,1
0,0.199133,1
0,0.206397,1
0,0.206305,1
0,0.203864,1
0,0.210395,1
0,0.199561,1
0,0.221229,1
0,0.226569,1
0,0.225471,1
0,0.227393,1
0,0.882962,1
0,1,0.697104
0,1,0.0509049
0,1,0.0200507
0,1,0.0374157
0,1,0.0401624
0,1,0.0182501
0,1,0.0241401
0,1,0.0500504
0,1,0.0685751
0,1,0.0990631
0,1,0.120273
0,1,0.118076
0,1,0.145329
0,1,0.14246
0,1,0.1507
0,1,0.184851
0,1,0.19126
0,1,0.214545
0,1,0.247993
0,1,0.895871
0,0.689383,1
0,0.0194708,1
0,-0.0350047,1
0,-0.0319529,1
0,-0.01236,1
0,-0.0161748,1
0,-0.00125126,1
0,-0.00439467,1
0,0.000183111,1
0,0.0264901,1
0,0.0239265,1
0,0.0424207,1
0,0.0383007,1
0,0.0574053,1
0,0.0633564,1
0,0.0766625,1
0,0.0664693,1
0,0.0875881,1
0,0.101962,1
0,0.083224,1
0,0.085696,1
0,0.0972625,1
0,0.133366,1
0,0.140233,1
0,0.128758,1
0,0.146336,1
0,0.133518,1
0,0.14008,1
0,0.179266,1
0,0.187628,1
0,0.176244,1
0,0.186956,1
0,0.187994,1
0,0.220283,1
0,0.238655,1
0,0.244942,1
0,0.249123,1
0,0.241157,1
0,0.250679,1
0,0.927458,1
0,1,0.647877
0,1,0.00665304
0,1,-0.00759911
0,1,0.00695822
0,1,0.0136418
0,1,0.0166936
0,1,0.0130619
0,1,-0.0127567
0,1,-0.0173956
0,1,-0.0100101
0,1,-0.00152593
0,1,0.00726341
0,1,0.0148015
0,1,0.0238044
0,1,0.0447401
0,1,0.0728477
0,1,0.0581072
0,1,0.0633259
0,1,0.0913419
0,1,0.0894497
0,1,0.0868557
0,1,0.0991546
0,1,0.128361
0,1,0.135655
0,1,0.142766
0,1,0.122623
0,1,0.128697
0,1,0.158849
0,1,0.165166
0,1,0.180059
0,1,0.165319
0,1,0.170324
0,1,0.202185
0,1,0.201972
0,1,0.206885
0,1,0.209723
0,1,0.192877
0,1,0.188421
0,1,0.227088
0,1,0.881039
0,0.692526,1
0,0.0113834,1
0,-0.0127567,1
0,0.0174261,1
0,0.0148015,1
0,0.0410779,1
0,0.0670492,1
0,0.0842006,1
0,0.0996734,1
0,0.100375,1
0,0.0880764,1
0,0.101077,1
0,0.132939,1
0,0.141026,1
0,0.158818,1
0,0.163121,1
0,0.163579,1
0,0.181341,1
0,0.212561,1
0,0.891018,1
0,1,0.678732
0,1,0.011536
0,1,-0.0116886
0,1,0.0123905
0,1,0.0443739
0,1,0.0506302
0,1,0.0628071
0,1,0.0838649
0,1,0.0970489
0,1,0.0910367
0,1,0.0872524
0,1,0.111301
0,1,0.149052
0,1,0.167516
0,1,0.160802
0,1,0.165746
0,1,0.180792
0,1,0.203772
0,1,0.241218
0,1,0.884121
0,0.66628,1
0,0.0152287,1
0,0.00689718,1
0,0.0395215,1
0,0.0467238,1
0,0.0432142,1
0,0.0572527,1
0,0.0638752,1
0,0.0860317,1
0,0.087466,1
0,0.112033,1
0,0.104343,1
0,0.114689,1
0,0.150731,1
0,0.16541,1
0,0.160527,1
0,0.188177,1
0,0.20011,1
0,0.216193,1
0,0.886074,1
0,1,0.719718
0,1,0.0656758
0,1,0.0367443
0,1,0.0216987
0,1,0.0108341
0,1,0.0251473
0,1,0.036256
0,1,0.0487075
0,1,0.0721458
0,1,0.0709555
0,1,0.0782189
0,1,0.103946
0,1,0.14008
0,1,0.141484
0,1,0.160619
0,1,0.151494
0,1,0.154942
0,1,0.170904
0,1,0.199835
0,1,0.871487
0,0.716361,1
0,0.0343944,1
0,0.000824,1
0,0.0358898,1
0,0.0576189,1
0,0.0596026,1
0,0.0427259,1
0,0.0502945,1
0,0.084933,1
0,0.0818506,1
0,0.090701,1
0,0.121158,1
0,0.116581,1
0,0.130345,1
0,0.171209,1
0,0.184576,1
0,0.171117,1
0,0.162267,1
0,0.207831,1
0,0.89407,1
0,1,0.683096
0,1,0.031373
0,1,0.0184942
0,1,0.0261544
0,1,0.0307321
0,1,0.0310068
0,1,0.0562456
0,1,0.0490738
0,1,0.0556963
0,1,0.0772729
0,1,0.112125
0,1,0.116337
0,1,0.141484
0,1,0.134251
0,1,0.132023
0,1,0.14069
0,1,0.152287
0,1,0.170324
0,1,0.211463
0,1,0.857418
0,0.71804,1
0,0.0456862,1
0,0.00820948,1
0,0.0153508,1
0,0.019837,1
0,0.0572222,1
0,0.0809656,1
0,0.093936,1
0,0.0958586,1
0,0.0853908,1
0,0.115665,1
0,0.135594,1
0,0.131108,1
0,0.165532,1
0,0.177343,1
0,0.157659,1
0,0.158452,1
0,0.166753,1
0,0.224219,1
0,0.892575,1
0,1,0.702567
0,1,0.0315256
0,1,0.0189825
0,1,0.0365001
0,1,0.0330515
0,1,0.0476394
0,1,0.0345775
0,1,0.0473952
0,1,0.0828883
0,1,0.0828272
0,1,0.102023
0,1,0.117924
0,1,0.142857
0,1,0.143193
0,1,0.165014
0,1,0.153752
0,1,0.152593
0,1,0.164403
0,1,0.220405
0,1,0.883938
0,0.713523,1
0,0.0592975,1
0,0.0120243,1
0,0.00582904,1
0,0.0240486,1
0,0.0477004,1
0,0.0340587,1
0,0.0360118,1
0,0.0575579,1
0,0.0945463,1
0,0.125401,1
0,0.130802,1
0,0.122227,1
0,0.143437,1
0,0.162603,1
0,0.164006,1
0,0.167211,1
0,0.191076,1
0,0.206153,1
0,0.861873,1
0,1,0.68392
0,1,0.0576495
0,1,0.0329295
0,1,0.0142521
0,1,0.0287179
0,1,0.0499283
0,1,0.0469069
0,1,0.0795007
0,1,0.100284
0,1,0.118809
0,1,0.123051
0,1,0.116245
0,1,0.140782
0,1,0.143071
0,1,0.165532
0,1,0.165624
0,1,0.194037
0,1,0.196509
0,1,0.202216
0,1,0.858303
0,0.696829,1
0,0.0342112,1
0,0.0257576,1
0,0.0325938,1
0,0.0526444,1
0,0.056856,1
0,0.0348827,1
0,0.036195,1
0,0.0596637,1
0,0.0984832,1
0,0.118015,1
0,0.146672,1
0,0.156468,1
0,0.139286,1
0,0.149358,1
0,0.181707,1
0,0.182379,1
0,0.213141,1
0,0.250679,1
0,0.886776,1
0,1,0.656484
0,1,0.000762963
0,1,-0.0145878
0,1,-0.0167852
0,1,-0.0252693
0,1,-0.0185247
0,1,0.0177007
0,1,0.0238044
0,1,-0.00283822
0,1,-0.00625629
0,1,0.0148625
0,1,0.0550249
0,1,0.0699789
0,1,0.0589618
0,1,0.0395215
0,1,0.0385754
0,1,0.0476699
0,1,0.0593585
0,1,0.07416
0,1,0.101321
0,1,0.0959502
0,1,0.109226
0,1,0.0979949
0,1,0.104556
0,1,0.139042
0,1,0.152532
0,1,0.130406
0,1,0.137822
0,1,0.167028
0,1,0.15302
0,1,0.149541
0,1,0.168157
0,1,0.198401
0,1,0.196417
0,1,0.214942
0,1,0.215796
0,1,0.229408
0,1,0.220557
0,1,0.235878
0,1,0.9082
0,0.704978,1
0,0.041139,1
0,0.0077517,1
0,0.00436415,1
0,0.0277413,1
0,0.0180059,1
0,0.0212714,1
0,0.0446181,1
0,0.0906095,1
0,0.10712,1
0,0.0956145,1
0,0.12122,1
0,0.157476,1
0,0.16538,1
0,0.15537,1
0,0.180578,1
0,0.179296,1
0,0.176794,1
0,0.214972,1
0,0.870968,1
0,1,0.701651
0,1,0.0434278
0,1,0.00924711
0,1,0.0384838
0,1,0.0451064
0,1,0.0256355
0,1,0.0234382
0,1,0.0345775
0,1,0.0489212
0,1,0.0756249
0,1,0.123783
0,1,0.138218
0,1,0.120731
0,1,0.136876
0,1,0.178503
0,1,0.187658
0,1,0.174505
0,1,0.195624
0,1,0.217353
0,1,0.856227
0,0.696585,1
0,0.0206305,1
0,-0.0171514,1
0,-0.0335093,1
0,-0.0257271,1
0,0.00723289,1
0,0.0044557,1
0,-0.00900296,1
0,0.00418104,1
0,0.018891,1
0,0.0483718,1
0,0.0641499,1
0,0.071688,1
0,0.0719016,1
0,0.0555132,1
0,0.0482498,1
0,0.0685446,1
0,0.0856044,1
0,0.101901,1
0,0.0977508,1
0,0.0672323,0.669973
0,0.058565,0.0130009
0,0.0724509,0.00643941
0,0.096469,0.0163579
0,0.0818812,0.0160222
0,0.0899075,0.0119938
0,0.100253,0.023896
0,0.0887783,0.0307627
0,0.0855739,0.0419324
0,0.105686,0.0514542
0,0.0905789,0.0587176
0,0.089053,0.0548112
0,0.105838,0.0408643
0,0.0943022,0.0705588
0,0.10596,0.0898465
0,0.0975982,0.0943327
0,0.117405,0.0842616
0,0.126377,0.0746483
0,0.127262,0.0992767
0,0.122929,0.0949736
0,0.11185,0.0920133
0,0.0884121,0.115024
0,0.0860012,0.103885
0,0.116733,0.117283
0,0.119327,0.141026
0,0.0977203,0.137547
0,0.0954009,0.165532
0,0.0802332,0.172124
0,0.0761437,0.146611
0,0.0723899,0.142674
0,0.0772423,0.15418
0,0.0991852,0.169836
0,0.107974,0.177831
0,0.0929899,0.206641
0,0.106235,0.233253
0,0.112827,0.232185
0,0.095584,0.211158
0,0.11713,0.226814
0,0.117405,0.263863
0,0.0864284,0.908353
0,0.0852992,1
0,0.107913,1
0,0.0973846,1
0,0.096469,1
0,0.0944853,1
0,0.106601,1
0,0.111759,1
0,0.0827357,1
0,0.0724204,1
0,0.0754418,1
0,0.0782189,1
0,0.0984527,1
0,0.109958,1
0,0.0831629,1
0,0.0834681,1
0,0.117069,1
0,0.12891,1
0,0.119022,1
0,0.0911283,1
0,0.0859096,1
0,0.0882901,1
0,0.0882595,1
0,0.116794,1
0,0.119999,1
0,0.0926847,1
0,0.0746788,1
0,0.0827357,1
0,0.109958,1
0,0.0989105,1
0,0.0886563,1
0,0.105014,1
0,0.0946379,1
0,0.105319,1
0,0.0949431,1
0,0.11124,1
0,0.105106,1
0,0.0947295,1
0,0.0941191,1
0,0.116184,1
0,0.127628,1
0,0.117008,1
0,0.0834376,1
0,0.0822474,1
0,0.10242,1
0,0.0821253,1
0,0.0809961,1
0,0.109745,1
0,0.114536,1
0,0.0932646,1
0,0.105899,1
0,0.110538,1
0,0.111148,1
0,0.0831935,1
0,0.0828883,1
0,0.104465,1
0,0.0884732,1
0,0.0879849,1
0,0.0835902,1
0,0.091464,1
0,0.0897244,1
0,0.104526,1
0,0.0824915,1
0,0.0751061,1
0,0.0933561,1
0,0.108158,1
0,0.0827052,1
0,0.0752586,1
0,0.0937223,1
0,0.10828,1
0,0.0825526,1
0,0.0724815,1
0,0.0865505,1
0,0.117344,1
0,0.125919,1
0,0.116581,1
0,0.095645,1
0,0.114994,1
0,0.112827,1
0,0.0985443,1
0,0.118107,1
0,0.125431,1
0,0.116703,1
0,0.0959807,1
0,0.105625,1
0,0.0946379,1
0,0.104953,1
0,0.0872219,1
0,0.0949126,1
0,0.109104,1
0,0.0952177,1
0,0.113193,1
0,0.114658,1
0,0.114872,1
0,0.111057,1
0,0.107944,1
0,0.114628,1
0,0.105106,1
0,0.111423,1
0,0.0917692,1
0,0.0874355,1
0,0.116977,1
0,0.11652,1
0,0.0832545,1
0,0.0790735,1
0,0.102939,1
0,0.107852,1
0,0.0811182,1
0,0.0705283,1
0,0.0715354,1
0,0.0853603,1
0,0.112796,1
0,0.103946,1
0,0.0863674,1
0,0.0935087,1
0,0.0910367,1
0,0.117283,1
0,0.125492,1
0,0.119144,1
0,0.126072,1
0,0.129795,1
0,0.129398,1
0,0.117161,1
0,0.0845668,1
0,0.0809656,1
0,0.0902432,1
0,0.0893277,1
0,0.111881,1
0,0.103183,1
0,0.0862453,1
0,0.0942717,1
0,0.0811487,1
0,0.0714133,1
0,0.0706198,1
0,0.0823084,1
0,0.104617,1
0,0.0921354,1
0,0.102481,1
0,0.0945463,1
0,0.0764183,1
0,0.0827662,1
0,0.108615,1
0,0.102481,1
0,0.102573,1
0,0.0933866,1
0,0.0963775,1
0,0.0979339,1
0,0.0896634,1
0,0.108585,1
0,0.118442,1
0,0.124088,1
0,0.119602,1
0,0.101901,1
0,0.113895,1
0,0.126988,1
0,0.127476,1
0,0.115085,1
0,0.101627,1
0,0.119877,1
0,0.119175,1
0,0.0983001,1
0,0.106723,1
0,0.113987,1
0,0.119816,1
0,0.102786,1
0,0.0784936,1
0,0.0824305,1
0,0.1142,1
0,0.123478,1
0,0.104953,1
0,0.0915555,1
0,0.106754,1
0,0.0972015,1
0,0.116092,1
0,0.120243,1
0,0.117862,1
0,0.095645,1
0,0.100589,1
0,0.108646,1
0,0.12122,1
0,0.109928,1
0,0.1301,1
0,0.132847,1
0,0.129551,1
0,0.151646,1
0,0.158238,1
0,0.149327,1
0,0.135533,1
0,0.155004,1
0,0.187109,1
0,0.201727,1
0,0.203772,1
0,0.190771,1
0,0.17658,1
0,0.173772,1
0,0.175878,1
0,0.186956,1
0,0.204352,1
0,0.192175,1
0,0.22721,1
0,0.910794,1
0,1,0.676595
0,1,0.00808741
0,1,-0.01236
0,1,0.0283212
0,1,0.0414747
0,1,0.0421155
0,1,0.0621357
0,1,0.0579852
0,1,0.0523087
0,1,0.074221
0,1,0.123142
0,1,0.149724
0,1,0.155095
0,1,0.150914
0,1,0.177984
0,1,0.182714
0,1,0.165685
0,1,0.182653
0,1,0.240974
0,1,0.89877
0,0.70809,1
0,0.0480056,1
0,0.0314341,1
0,0.0373241,1
0,0.0475478,1
0,0.0487381,1
0,0.0666524,1
0,0.0687277,1
0,0.0852992,1
0,0.116306,1
0,0.129826,1
0,0.120457,1
0,0.112064,1
0,0.125462,1
0,0.160283,1
0,0.193182,1
0,0.196112,1
0,0.174291,1
0,0.208502,1
0,0.861141,1
0,1,0.705039
0,1,0.0624409
0,1,0.0259713
0,1,0.014008
0,1,0.034669
0,1,0.0334178
0,1,0.0587787
0,1,0.0648518
0,1,0.0628987
0,1,0.0672933
0,1,0.0919828
0,1,0.126957
0,1,0.12479
0,1,0.13889
0,1,0.14948
0,1,0.175237
0,1,0.167119
0,1,0.183111
0,1,0.230476
0,1,0.863796
0,0.691763,1
0,0.0459609,1
0,-0.00268563,1
0,0.000457778,1
0,0.0242927,1
0,0.0190435,1
0,0.029664,1
0,0.0669881,1
0,0.0975372,1
0,0.10004,1
0,0.101932,1
0,0.12772,1
0,0.147893,1
0,0.15714,1
0,0.182012,1
0,0.196112,1
0,0.198187,1
0,0.184057,1
0,0.224677,1
0,0.891507,1
0,1,0.674123
0,1,0.0137638
0,1,-0.00262459
0,1,0.033845
0,1,0.0411084
0,1,0.0461135
0,1,0.074221
0,1,0.0936003
0,1,0.095584
0,1,0.0785546
0,1,0.086581
0,1,0.106906
0,1,0.14011
0,1,0.138066
0,1,0.161443
0,1,0.184515
0,1,0.17478
0,1,0.163732
0,1,0.198065
0,1,0.854335
0,0.674001,1
0,0.0134587,1
0,-0.00408948,1
0,0.0193793,1
0,0.0394299,1
0,0.0351878,1
0,0.0677816,1
0,0.0807215,1
0,0.0688192,1
0,0.0721458,1
0,0.0918607,1
0,0.125919,1
0,0.118381,1
0,0.131626,1
0,0.171026,1
0,0.177984,1
0,0.177435,1
0,0.164342,1
0,0.2013,1
0,0.87878,1
0,1,0.68276
0,1,0.0398267
0,1,-0.000579852
0,1,0.00970489
0,1,0.0248726
0,1,0.029725
0,1,0.0348827
0,1,0.0624714
0,1,0.0834681
0,1,0.11475
0,1,0.124027
0,1,0.105106
0,1,0.118961
0,1,0.164953
0,1,0.177465
0,1,0.166326
0,1,0.187628
0,1,0.189245
0,1,0.234291
0,1,0.884121
0,0.668966,1
0,0.0112308,1
0,-0.00903348,1
0,0.009064,1
0,0.0125736,1
0,0.0393689,1
0,0.064272,1
0,0.0649434,1
0,0.0922575,1
0,0.102329,1
0,0.10715,1
0,0.10004,1
0,0.106418,1
0,0.130772,1
0,0.164983,1
0,0.16538,1
0,0.189337,1
0,0.185308,1
0,0.210639,1
0,0.882321,1
0,1,0.666616
0,1,0.0237129
0,1,0.0311594
0,1,0.0402539
0,1,0.0260933
0,1,0.0428785
0,1,0.0743736
0,1,0.0824
0,1,0.0679647
0,1,0.0795923
0,1,0.103824
0,1,0.136143
0,1,0.141545
0,1,0.153264
0,1,0.180334
0,1,0.186743
0,1,0.186102
0,1,0.202185
0,1,0.234046
0,1,0.864345
0,0.676015,1
0,0.0320444,1
0,0.0223701,1
0,0.0153203,1
0,0.0347606,1
0,0.0378124,1
0,0.0678426,1
0,0.0762352,1
0,0.0708335,1
0,0.0940275,1
0,0.0892056,1
0,0.0952177,1
0,0.119175,1
0,0.163335,1
0,0.17304,1
0,0.15479,1
0,0.154424,1
0,0.176946,1
0,0.236305,1
0,0.897336,1
0,1,0.695486
0,1,0.0258797
0,1,0.0195929
0,1,0.0452284
0,1,0.056917
0,1,0.0526444
0,1,0.0329295
0,1,0.0350047
0,1,0.0489212
0,1,0.075045
0,1,0.111454
0,1,0.103946
0,1,0.106632
0,1,0.130741
0,1,0.164403
0,1,0.153356
0,1,0.161657
0,1,0.195349
0,1,0.222541
0,1,0.864956
0,0.715873,1
0,0.062624,1
0,0.0325633,1
0,0.0343944,1
0,0.0122379,1
0,0.0115055,1
0,0.0360118,1
0,0.0814234,1
0,0.094821,1
0,0.0834681,1
0,0.100375,1
0,0.106143,1
0,0.125675,1
0,0.130863,1
0,0.137852,1
0,0.155217,1
0,0.154302,1
0,0.156072,1
0,0.191687,1
0,0.863186,1
0,1,0.694052
0,1,0.0211798
0,1,-0.0140385
0,1,0.00372326
0,1,0.0431227
0,1,0.048616
0,1,0.0386975
0,1,0.060213
0,1,0.0836512
0,1,0.115726
0,1,0.136753
0,1,0.147465
0,1,0.146855
0,1,0.142186
0,1,0.139897
0,1,0.154088
0,1,0.188757
0,1,0.198798
0,1,0.233283
0,1,0.876064
0,0.667318,1
0,0.0214545,1
0,0.0142521,1
0,0.00909452,1
0,0.0214545,1
0,0.0299387,1
0,0.0585345,1
0,0.0532243,1
0,0.0559099,1
0,0.0759911,1
0,0.0959197,1
0,0.141118,1
0,0.167211,1
0,0.169897,1
0,0.160253,1
0,0.192511,1
0,0.215827,1
0,0.22541,1
0,0.250893,1
0,0.879238,1
0,1,0.663137
0,1,0.0337535
0,1,0.00769066
0,1,-0.0153508
0,1,-0.0210883
0,1,0.00210578
0,1,-0.0100711
0,1,-0.00753807
0,1,0.0303354
0,1,0.0455641
0,1,0.0346385
0,1,0.0142216
0,1,0.0135197
0,1,0.033021
0,1,0.0721763
0,1,0.0880764
0,1,0.0849635
0,1,0.0628681
0,1,0.0600299
0,1,0.0555742
0,1,0.0668355
0,1,0.091525
0,1,0.0727561
0,1,0.0749229
0,1,0.0981475
0,1,0.0804468
0,1,0.0754723
0,1,0.0831629
0,1,0.110813
0,1,0.114902
0,1,0.125126
0,1,0.126774
0,1,0.119816
0,1,0.116764
0,1,0.100253
0,1,0.123844
0,1,0.137394
0,1,0.139531
0,1,0.130314
0,1,0.110996
0,1,0.126743
0,1,0.119968
0,1,0.127201
0,1,0.128178
0,1,0.127598
0,1,0.153783
0,1,0.157811
0,1,0.180029
0,1,0.193243
0,1,0.18659
0,1,0.162725
0,1,0.159368
0,1,0.166234
0,1,0.173772
0,1,0.192389
0,1,0.230445
0,1,0.237281
0,1,0.229469
0,1,0.265938
0,1,0.897977
0,0.639393,1
0,-0.0238044,1
0,-0.0414136,1
0,-0.0167241,1
0,-0.0234077,1
0,-0.0113529,1
0,-0.0232246,1
0,-0.025605,1
0,-0.0151982,1
0,0.00711081,1
0,0.0360118,1
0,0.0562761,1
0,0.0576189,1
0,0.0380566,1
0,0.0436109,1
0,0.0401318,1
0,0.0485549,1
0,0.0619831,1
0,0.0711386,1
0,0.089877,1
0,0.0838343,1
0,0.0959197,1
0,0.088992,1
